qid,docno,label
83,syri20267_chunk039,4
83,syri20261_chunk036,4
83,suda20264_chunk012,2
83,syri20262_chunk023,4
83,syri20266_chunk023,4
83,syri20267_chunk023,4
83,suda20264_chunk011,4
83,syri20261_chunk020,4
83,syri20263_chunk018,4
83,suda20264_chunk001,4
83,suda20264_chunk010,4
83,rusl202616_chunk003,2
83,dub-bulg20261_chunk046,2
83,syri20261_chunk033,2
83,suda20264_chunk006,4
83,syri20261_chunk014,3
83,syri20263_chunk012,3
83,syri20262_chunk017,3
83,syri20261_chunk016,4
83,syri20263_chunk014,4
83,syri20262_chunk019,4
83,ugan202616_chunk002,0
83,syri20263_chunk031,2
83,syri20262_chunk036,2
83,syri20266_chunk036,2
83,syri20267_chunk036,2
83,syri20266_chunk019,4
83,syri20267_chunk019,4
83,dub-fran20263_chunk020,1
83,fran20264_chunk016,1
83,dub-fran20262_chunk019,1
83,syri20266_chunk017,3
83,syri20267_chunk017,3
83,kina20261_chunk040,1
83,syri20261_chunk019,1
83,syri20263_chunk017,1
83,syri20262_chunk022,1
83,syri20266_chunk022,1
83,syri20267_chunk022,1
84,etio20263_chunk005,4
84,etio20263_chunk006,2
84,rusl202634_chunk032,1
84,rusl202635_chunk033,1
84,erit20261_chunk035,1
84,dub-bulg20261_chunk040,1
84,syri20266_chunk056,1
84,syri20267_chunk056,1
84,syri20267_chunk054,2
84,syri20261_chunk052,1
84,syri20263_chunk050,1
84,syri20262_chunk055,1
84,syri20261_chunk039,2
84,syri20263_chunk037,2
84,syri20262_chunk042,2
84,syri20266_chunk042,2
84,syri20267_chunk042,2
84,syri20261_chunk043,0
84,syri20263_chunk041,0
84,syri20262_chunk046,0
84,syri20266_chunk046,0
84,syri20267_chunk046,0
84,syri20261_chunk050,2
84,syri20263_chunk048,2
84,syri20262_chunk053,2
84,syri20266_chunk054,2
84,syri20267_chunk049,0
84,syri20261_chunk029,1
84,syri20263_chunk027,1
84,syri20262_chunk032,1
84,syri20266_chunk032,1
84,syri20261_chunk046,0
84,syri20263_chunk044,0
84,syri20262_chunk049,0
84,syri20266_chunk049,0
84,syri20267_chunk032,1
88,syri20261_chunk023,4
88,syri20263_chunk021,4
88,syri20262_chunk026,4
88,syri20266_chunk026,4
88,syri20267_chunk026,4
88,syri20261_chunk014,3
88,syri20263_chunk012,3
88,syri20262_chunk017,3
88,syri20266_chunk017,3
88,syri20267_chunk017,3
88,syri20264_chunk038,4
88,syri20261_chunk021,4
88,syri20263_chunk019,4
88,syri20262_chunk024,4
88,syri20266_chunk024,4
88,syri20267_chunk024,4
88,syri20261_chunk024,4
88,syri20263_chunk022,4
88,syri20262_chunk027,4
88,syri20266_chunk027,4
88,syri20267_chunk027,4
88,syri20261_chunk010,2
88,syri20263_chunk008,2
88,syri20261_chunk031,4
88,syri20263_chunk029,4
88,syri20262_chunk034,4
88,syri20266_chunk034,4
88,syri20267_chunk034,4
88,syri20262_chunk013,2
88,syri20266_chunk013,2
88,syri20267_chunk013,2
88,rusl202634_chunk032,4
88,rusl202635_chunk033,4
88,syri20261_chunk037,4
88,syri20263_chunk035,4
88,syri20262_chunk040,4
88,syri20266_chunk040,4
88,syri20267_chunk040,4
88,syri20262_chunk025,4
88,syri20266_chunk025,4
88,syri20267_chunk025,4
88,syri20261_chunk022,4
88,syri20263_chunk020,4
88,syri20263_chunk013,4
88,syri20262_chunk018,4
88,syri20266_chunk018,4
88,syri20267_chunk018,4
88,syri20261_chunk025,4
88,syri20267_chunk028,4
88,syri20263_chunk023,4
88,syri20262_chunk028,4
88,syri20266_chunk028,4
88,syri20261_chunk015,4
88,syri20261_chunk009,2
88,syri20266_chunk012,2
88,syri20267_chunk012,2
88,dub-belg20261_chunk026,4
88,dub-belg20262_chunk032,4
88,syri20263_chunk034,4
88,syri20262_chunk039,4
88,syri20266_chunk039,4
88,syri20261_chunk036,4
88,syri20267_chunk039,4
88,syri20263_chunk060,4
88,syri20264_chunk025,4
88,syri20264_chunk029,2
88,syri20264_chunk033,3
88,syri20263_chunk064,2
88,syri20264_chunk031,4
88,syri20262_chunk014,1
88,syri20266_chunk014,1
88,syri20267_chunk014,1
88,syri20262_chunk032,4
88,syri20266_chunk032,4
88,syri20261_chunk029,4
88,syri20263_chunk027,4
88,syri20261_chunk020,4
88,syri20263_chunk018,4
88,syri20262_chunk023,4
88,syri20266_chunk023,4
88,syri20267_chunk023,4
88,rusl202634_chunk031,4
88,rusl202635_chunk032,4
88,syri20263_chunk058,2
88,syri20267_chunk032,4
88,syri20261_chunk011,1
88,syri20263_chunk009,1
88,dub-nede20265_chunk012,2
88,syri20264_chunk023,2
88,syri20261_chunk034,2
88,syri20263_chunk032,2
88,syri20262_chunk037,2
88,dub-belg20261_chunk007,1
88,dub-belg20262_chunk013,1
88,syri20266_chunk037,2
88,syri20267_chunk037,2
88,syri20263_chunk007,1
88,syri20262_chunk012,1
88,dub-belg20261_chunk014,2
88,dub-belg20262_chunk020,2
9,dub-fran20262_chunk008,4
9,dub-fran20262_chunk024,4
9,dub-fran20263_chunk025,4
9,fran20264_chunk021,4
9,dub-fran20263_chunk009,4
9,fran20264_chunk005,4
9,dub-schw20261_chunk007,4
9,dub-nede20264_chunk025,4
9,dub-rumae20262_chunk007,4
9,bulg20263_chunk016,4
9,dub-bulg20261_chunk049,4
9,dub-pole20257_chunk010,2
9,dub-bulg20261_chunk018,4
9,dub-tysk20263_chunk011,4
9,dub-rumae20264_chunk008,4
9,dub-tysk202614_chunk008,4
9,dub-belg20261_chunk028,4
9,dub-belg20262_chunk034,4
9,dub-sver202615_chunk008,4
9,dub-pole20262_chunk018,4
9,dub-fran20263_chunk021,4
9,fran20264_chunk017,4
9,dub-fran20262_chunk020,4
9,dub-rumae20263_chunk019,2
9,dub-rumae20263_chunk018,2
9,dub-span20263_chunk015,2
9,dub-bulg20261_chunk053,4
9,dub-ital20261_chunk018,4
9,29b-bul20261_chunk003,4
9,dub-span20263_chunk003,4
9,dub-span20264_chunk013,2
9,dub-fran20263_chunk018,4
9,dub-nede20265_chunk021,4
9,dub-span20263_chunk009,4
9,fran20264_chunk014,4
9,dub-fran20262_chunk017,4
9,dub-rumae20263_chunk025,4
9,dub-fran20262_chunk009,4
9,dub-bulg20261_chunk063,4
9,dub-bulg20261_chunk014,4
9,dub-ital20261_chunk019,4
9,dub-span20262_chunk005,4
9,dub-bulg20261_chunk010,4
9,dub-belg20262_chunk035,2
9,dub-rumae20263_chunk027,4
9,dub-ital20261_chunk022,4
9,dub-norg20262_chunk005,4
9,dub-malt20261_chunk011,2
9,dub-malt20262_chunk010,2
9,dub-bulg20261_chunk015,2
9,dub-belg20262_chunk011,1
9,dub-bulg20261_chunk054,4
9,bulg20263_chunk009,2
9,bulg20263_chunk008,4
9,dub-fran20263_chunk012,1
9,fran20264_chunk008,1
9,dub-bulg20261_chunk056,4
9,dub-bulg20261_chunk023,2
9,dub-span20263_chunk022,4
9,dub-bulg20261_chunk025,4
9,dub-bulg20261_chunk021,4
9,dub-fran20262_chunk011,1
9,bulg20263_chunk010,2
9,dub-bulg20261_chunk051,4
9,dub-bulg20261_chunk020,4
9,fran20264_chunk010,1
9,dub-fran20263_chunk011,4
9,fran20264_chunk007,4
9,dub-fran20262_chunk013,1
9,dub-fran20263_chunk014,1
9,dub-fran20263_chunk016,2
9,dub-bulg20261_chunk022,1
9,fran20264_chunk012,2
9,dub-fran20262_chunk015,2
9,dub-bulg20261_chunk013,4
9,bulg20263_chunk022,2
9,bulg20263_chunk033,0
99,dub-belg20261_chunk007,4
99,dub-belg20262_chunk013,4
99,dub-belg20261_chunk014,4
99,dub-belg20262_chunk020,4
99,dub-pole20262_chunk016,4
99,dub-belg20261_chunk026,4
99,dub-belg20262_chunk032,4
99,dub-fran20263_chunk010,4
99,fran20264_chunk006,4
99,dub-fran20262_chunk009,4
99,dub-belg20261_chunk030,2
99,dub-belg20261_chunk011,4
99,dub-nede20264_chunk012,4
99,dub-nede20263_chunk014,4
99,dub-belg20262_chunk017,4
99,dub-belg20261_chunk008,5
99,dub-belg20262_chunk014,5
99,dub-fran20262_chunk031,4
99,dub-belg20261_chunk013,4
99,dub-belg20262_chunk019,4
99,dub-belg20261_chunk009,4
99,dub-belg20262_chunk015,4
99,dub-belg20262_chunk012,4
99,dub-nede20261_chunk011,4
99,stat20265_chunk010,4
99,dub-nede20262_chunk014,4
99,dub-belg20261_chunk016,4
99,dub-belg20262_chunk022,4
99,dub-nede20265_chunk012,4
99,dub-belg20261_chunk006,4
99,dub-belg20261_chunk020,4
99,dub-belg20262_chunk026,4
99,dub-fran20262_chunk028,2
99,dub-fran20262_chunk008,4
99,dub-sver202615_chunk010,4
99,dub-fran20262_chunk036,4
99,dub-fran20263_chunk018,4
99,fran20264_chunk014,4
99,dub-fran20262_chunk017,4
99,syri20262_chunk012,1
99,dub-belg20261_chunk019,4
99,dub-belg20262_chunk025,4
99,dub-sver20261_chunk008,2
99,syri20263_chunk007,1
99,dub-belg20261_chunk018,4
99,bulg20263_chunk015,4
99,dub-belg20261_chunk015,4
99,dub-belg20262_chunk021,4
99,dub-belg20261_chunk024,4
99,dub-belg20262_chunk030,4
99,dub-pole20262_chunk028,4
99,dub-belg20262_chunk034,4
99,dub-belg20262_chunk024,4
99,dub-fran20262_chunk040,4
99,dub-fran20263_chunk024,4
99,fran20264_chunk020,4
99,dub-fran20262_chunk021,4
99,dub-belg20261_chunk017,4
99,dub-belg20262_chunk023,4
99,dub-belg20261_chunk028,4
99,bulg20263_chunk026,3
99,dub-fran20262_chunk023,4
99,dub-fran20263_chunk009,4
99,fran20264_chunk005,4
99,syri20261_chunk021,2
99,syri20263_chunk019,2
99,syri20262_chunk024,2
99,syri20266_chunk024,2
99,syri20267_chunk024,2
99,syri20261_chunk010,2
99,syri20263_chunk008,2
99,syri20262_chunk013,2
99,dub-bulg20261_chunk016,2
99,syri20266_chunk013,2
99,syri20267_chunk013,2
99,syri20261_chunk034,2
99,dub-fran20262_chunk027,4
99,dub-fran20263_chunk022,4
99,fran20264_chunk018,4
99,bulg20263_chunk010,4
99,syri20267_chunk012,0
99,bulg20263_chunk012,3
99,syri20261_chunk031,2
99,syri20263_chunk029,2
99,syri20262_chunk034,2
99,syri20261_chunk020,4
99,syri20263_chunk018,4
99,syri20262_chunk023,4
99,syri20266_chunk023,4
99,syri20267_chunk023,4
99,rusl202634_chunk020,1
99,rusl202635_chunk021,2
99,syri20261_chunk009,0
99,syri20266_chunk012,0
99,syri20263_chunk032,2
99,syri20262_chunk037,2
99,syri20266_chunk037,2
99,syri20267_chunk037,2
99,syri20266_chunk034,2
99,syri20267_chunk034,2
104,syri20266_chunk005,4
104,rusl20265_chunk008,4
104,stat202610_chunk007,4
104,syri20266_chunk006,4
104,syri20267_chunk010,4
104,syri20267_chunk005,4
104,keny20262_chunk013,4
104,niga20267_chunk019,4
104,niga20267_chunk010,4
104,stat202615_chunk024,4
104,stat202615_chunk016,4
104,rusl20264_chunk007,4
104,syri20267_chunk006,4
104,tyrk20266_chunk025,4
104,stat20261_chunk013,4
104,rusl202636_chunk010,4
104,paki20264_chunk020,4
104,dub-belg20262_chunk003,4
104,afgh202611_chunk006,4
104,rusl20261_chunk005,4
104,bang20261_chunk010,4
104,etio20261_chunk008,4
104,syri202620_chunk010,4
104,jord20261_chunk010,4
104,dub-tysk20265_chunk009,4
104,iran20261_chunk004,4
104,dub-tysk202620_chunk006,4
104,jord20261_chunk004,4
104,soma20261_chunk005,4
104,irak20262_chunk011,4
104,rusl202630_chunk007,4
104,soma20267_chunk002,4
104,erit20262_chunk024,4
104,soma20263_chunk006,4
104,ghan20263_chunk005,4
104,bosn20262_chunk007,4
104,ugan202619_chunk007,4
104,tyrk20262_chunk004,4
104,syri202615_chunk019,4
104,syri202619_chunk005,4
104,ugan202617_chunk017,4
104,syri202613_chunk005,4
104,rusl202637_chunk017,4
104,syri20264_chunk042,4
104,land20263_chunk004,4
104,dub-nede20261_chunk025,4
104,paki20264_chunk014,4
104,ugan20267_chunk007,4
104,indi20261_chunk005,4
104,ghan20263_chunk003,4
104,tyrk20266_chunk006,4
104,ugan20267_chunk003,4
104,stat20261_chunk011,4
104,indi20262_chunk007,4
104,buru20261_chunk003,4
104,afgh202613_chunk002,4
104,ugan202615_chunk016,4
104,alge20261_chunk017,4
104,syri20266_chunk004,4
104,geor20264_chunk011,4
104,rusl20262_chunk007,4
104,dub-tysk20265_chunk006,4
104,dub-belg20262_chunk044,4
104,dub-sver202618_chunk003,4
104,dub-norg20262_chunk012,4
104,soma20262_chunk023,4
104,stat202610_chunk020,4
104,jord20263_chunk012,4
104,syri202618_chunk019,4
104,rusl20266_chunk005,4
104,rusl202626_chunk008,4
104,rusl202614_chunk002,4
104,paki20263_chunk019,4
104,ukra20269_chunk003,4
104,ugan202619_chunk008,4
104,rusl202638_chunk014,4
104,soma20263_chunk009,4
104,dub-sver202612_chunk011,4
104,dub-ital20261_chunk024,5
104,syri202616_chunk001,4
104,dub-sver20261_chunk009,4
104,syri202614_chunk003_dup1,4
104,syri202614_chunk003,4
104,irak20263_chunk009,4
104,keny20262_chunk038,4
104,syri202614_chunk004,4
104,syri202614_chunk004_dup1,4
104,rusl202636_chunk026,4
104,29b-tysk20261_chunk016,4
104,paki20261_chunk006,4
104,dub-nede20262_chunk007,4
104,dub-nede20265_chunk005,4
104,dub-nede20264_chunk005,4
104,dub-tysk20262_chunk011,4
104,ukra20265_chunk022,5
104,ugan202620_chunk009,4
103,dub-belg20262_chunk013,2
103,dub-belg20261_chunk007,2
103,dub-belg20262_chunk012,2
103,ukra20263_chunk026,2
103,dub-fran20263_chunk024,4
103,dub-fran20262_chunk023,2
103,fran20264_chunk020,4
103,dub-belg20261_chunk018,2
103,dub-belg20262_chunk024,2
103,dub-belg20261_chunk006,2
103,bulg20263_chunk028,2
103,dub-fran20262_chunk014,2
103,fran20264_chunk011,2
103,dub-fran20263_chunk015,2
103,bulg20263_chunk033,0
103,ugan20262_chunk017,0
103,ugan202614_chunk020,0
103,bulg20263_chunk025,2
103,dub-fran20262_chunk021,2
103,dub-pole20262_chunk005,4
103,fran20264_chunk018,2
103,dub-fran20263_chunk022,2
103,ukra202611_chunk021,1
103,dub-fran20262_chunk025,2
103,dub-belg20261_chunk019,1
103,dub-belg20262_chunk025,1
103,dub-ital20261_chunk007,2
103,bulg20263_chunk022,2
103,dub-belg20261_chunk005,2
103,dub-fran20262_chunk028,1
103,ukra20263_chunk025,4
103,dub-nede20262_chunk022,2
103,dub-nede20261_chunk019,2
103,dub-nede20264_chunk020,2
103,ukra20264_chunk012,1
103,ukra202610_chunk010,1
103,dub-fran20263_chunk026,2
103,fran20264_chunk022,2
103,syri20267_chunk041,2
103,keny20262_chunk039,2
103,dub-fran20262_chunk019,1
103,dub-fran20263_chunk020,1
103,fran20264_chunk016,1
103,dub-nede20265_chunk015,0
103,dub-fran20262_chunk038,2
103,stat20266_chunk001,2
103,ukra202614_chunk015,4
103,dub-nede20265_chunk012,2
103,dub-fran20262_chunk024,1
103,afgh202649_chunk020,1
103,bulg20263_chunk019,2
103,afgh202617_chunk022,2
103,rusl202620_chunk014,2
103,afgh202649_chunk025,2
103,dub-fran20263_chunk021,2
103,fran20264_chunk017,2
103,dub-fran20262_chunk020,2
103,erit20261_chunk019,2
103,dub-sver20265_chunk017,1
103,ugan202617_chunk025,2
103,dub-belg20262_chunk026,4
103,dub-belg20261_chunk020,4
103,stat20264_chunk026,2
103,dub-sver20269_chunk015,2
103,bulg20263_chunk030,1
103,bulg20263_chunk032,1
103,dub-belg20262_chunk023,2
103,dub-belg20261_chunk017,2
103,stat20265_chunk010,2
103,bulg20263_chunk031,2
103,dub-bulg20261_chunk018,2
103,fran20264_chunk006,2
11,dub-fran20262_chunk028,4
11,afgh202649_chunk020,4
11,ugan202618_chunk006,4
11,arme20261_chunk012,4
11,erit20261_chunk038,4
11,dub-bulg20262_chunk013,4
11,dub-bulg20261_chunk046,4
11,ugan202614_chunk020,0
11,ugan20262_chunk017,0
11,rusl20269_chunk005,4
11,syri20264_chunk038,4
11,bulg20263_chunk014,4
11,erit20261_chunk037,4
11,syri20267_chunk028,4
11,dub-ital20261_chunk007,4
11,syri20261_chunk025,4
11,syri20262_chunk028,4
11,syri20266_chunk028,4
11,syri20263_chunk023,4
11,alder20261_chunk012,4
11,maro20261_chunk011,4
11,afgh202615_chunk011,4
11,kina20261_chunk020,4
11,afgh20267_chunk016,4
11,dub-tysk20262_chunk005,4
11,arme20262_chunk010,4
11,ukra202620_chunk016,4
11,arme20262_chunk009,4
11,afgh202610_chunk021,4
11,bulg20263_chunk019,4
11,arme20261_chunk013,0
11,alge20261_chunk032,5
11,soma202612_chunk014,4
11,afgh202648_chunk017,4
11,ugan20269_chunk008,5
11,alge20261_chunk011,5
11,arme20261_chunk014,4
11,stat20265_chunk023,2
11,dub-sver202618_chunk005,4
11,dub-sver20265_chunk017,4
11,arme20262_chunk011,4
11,ukra20266_chunk021,4
11,dub-belg20261_chunk005,4
11,erit20261_chunk033,4
11,rusl202629_chunk022,4
11,rusl202634_chunk017,4
11,rusl202635_chunk018,4
11,rusl20266_chunk021,4
11,tyrk20266_chunk027,4
11,niga20266_chunk004,5
11,rusl20269_chunk009,4
11,dub-fran20263_chunk034,4
11,ugan202617_chunk025,4
11,dub-rumae20263_chunk004,4
11,keny20262_chunk021,4
11,29b-tysk20264_chunk009,4
11,rusl202631_chunk010,4
11,dub-span20264_chunk015,4
11,dub-finl20265_chunk007,4
11,rusl202632_chunk010,4
11,syri20265_chunk011,4
11,iran202564_chunk004,4
11,syri202618_chunk018,4
11,indi20261_chunk002,4
11,paki20264_chunk011,4
11,etio20264_chunk010,4
11,dub-belg20261_chunk040,4
11,dub-sver202610_chunk017,4
11,dub-ital20261_chunk016,4
11,dub-sver20268_chunk017,4
11,dub-fran20262_chunk052,4
11,29b-ita20261_chunk010,4
11,29b-bul20261_chunk009,4
11,29b-sve20262_chunk008,4
11,29b-tysk20262_chunk011,4
11,29b-sve20261_chunk010,4
11,29b-tysk20261_chunk009,4
11,dub-sver202610_chunk019,4
11,dub-pole20263_chunk014,4
11,dub-tysk202611_chunk016,4
11,etio20263_chunk017,4
11,dub-belg20262_chunk027,4
11,dub-belg20261_chunk021,4
11,ugan202620_chunk008,5
11,syri202613_chunk009,4
11,syri202614_chunk012_dup1,4
11,syri20265_chunk014,4
11,syri202613_chunk027,4
11,syri202614_chunk012,4
11,syri20264_chunk047,4
11,soma20269_chunk011,4
11,ugan202613_chunk007,4
11,ugan202612_chunk004,4
11,stat20265_chunk006,4
11,rusl202626_chunk002,4
11,tyrk20266_chunk019,4
11,syri202618_chunk017,4
11,dub-fran20265_chunk011,4
11,dub-bulg20261_chunk017,4
25,erit20267_chunk005,4
25,erit20265_chunk016,4
25,erit20261_chunk014,4
25,erit20265_chunk010,4
25,erit20266_chunk005,4
25,erit20261_chunk029,4
25,erit20268_chunk005,4
25,erit20265_chunk015,4
25,erit20265_chunk020,4
25,erit20261_chunk030,4
25,erit20261_chunk040,4
25,erit20261_chunk006,4
25,erit20261_chunk027,4
25,erit20265_chunk021,4
25,erit20268_chunk006,4
25,erit20264_chunk006,4
25,erit20263_chunk003,4
25,erit20261_chunk023,4
25,erit20262_chunk000,4
25,erit20269_chunk004,4
25,erit20264_chunk000,4
25,erit20262_chunk018,4
25,erit20261_chunk000,4
25,erit20268_chunk010,4
25,erit20261_chunk004,4
25,erit20263_chunk006,4
25,erit20264_chunk001,5
25,erit20269_chunk000,4
25,erit20266_chunk007,4
25,erit20262_chunk001,4
25,erit20265_chunk013,4
25,erit20264_chunk013,4
25,erit20267_chunk011,4
25,erit20261_chunk043,4
25,erit20265_chunk002,5
25,erit20263_chunk007,4
25,erit20261_chunk035,3
25,erit20261_chunk042,4
25,erit20269_chunk021,4
25,erit20261_chunk024,4
25,stat20265_chunk013,1
25,erit20266_chunk011,4
25,erit20267_chunk002,4
25,stat202610_chunk016,1
25,erit20261_chunk022,4
25,erit20268_chunk012,4
25,erit20269_chunk007,4
25,erit20266_chunk009,4
25,erit20267_chunk007,4
25,erit20269_chunk002,4
25,erit20268_chunk014,4
25,erit20261_chunk005,4
25,erit20267_chunk000,2
25,erit20261_chunk019,4
25,erit20266_chunk002,4
25,erit20261_chunk021,4
25,erit20261_chunk038,4
25,erit20264_chunk012,4
25,erit20268_chunk002,4
25,erit20261_chunk025,4
25,erit20265_chunk007,4
25,erit20261_chunk041,2
25,erit20267_chunk009,4
25,erit20265_chunk009,4
25,erit20269_chunk006,4
25,erit20261_chunk028,4
25,erit20261_chunk013,4
25,erit20266_chunk000,4
25,erit20269_chunk003,4
25,erit20263_chunk002,4
25,etio20264_chunk008,4
25,erit20265_chunk000,4
25,erit20263_chunk005,4
25,erit20265_chunk011,4
25,dub-sver202615_chunk006,2
25,erit20264_chunk009,4
25,erit20265_chunk008,4
25,erit20261_chunk007,4
25,erit20265_chunk006,4
25,erit20261_chunk001,4
25,erit20267_chunk004,4
25,erit20261_chunk034,4
25,erit20261_chunk026,4
25,erit20263_chunk000,4
25,erit20261_chunk011,4
25,erit20266_chunk004,4
25,erit20268_chunk004,4
25,erit20263_chunk009,2
25,erit20268_chunk000,2
25,erit20261_chunk008,4
122,dub-sver202612_chunk016,4
122,dub-sver20267_chunk008,2
122,tysk202625_chunk009,4
122,29b-sve20262_chunk002,4
122,dub-tysk202613_chunk012,4
122,dub-sver202613_chunk010,4
122,dub-sver202614_chunk004,4
122,fran20264_chunk029,4
122,dub-fran20263_chunk036,4
122,dub-nede20262_chunk027,4
122,29b-sve20261_chunk003,4
122,dub-nede20263_chunk026,4
122,dub-sver20265_chunk023,4
122,dub-tysk202623_chunk008,4
122,dub-tysk20261_chunk003,5
122,dub-sver20268_chunk009,4
122,dub-nede20262_chunk025,4
122,dub-nede20261_chunk022,4
122,dub-tysk202622_chunk013,4
122,dub-sver202618_chunk014,4
122,dub-pole20263_chunk004,4
122,dub-schw20262_chunk012,2
122,dub-nede20264_chunk023,2
122,dub-pole20257_chunk012,2
122,dub-sver20263_chunk013,5
122,dub-sver20262_chunk011,5
122,dub-rumae20262_chunk008,5
122,dub-tysk202626_chunk009,4
122,dub-sver202610_chunk022,5
122,dub-tysk202621_chunk008,4
122,dub-sver202618_chunk015,4
122,dub-belg20261_chunk004,4
122,fran20264_chunk023,4
122,dub-fran20263_chunk027,4
122,dub-sver202613_chunk000,4
122,dub-sver20261_chunk011,5
122,dub-fran20265_chunk011,4
122,sver202617_chunk000,4
122,dub-sver20269_chunk024,5
122,dub-sver202615_chunk014,5
122,29b-tysk20262_chunk003,4
122,dub-sver202610_chunk000,4
122,bulg20263_chunk047,4
122,dub-bulg20262_chunk010,4
122,29b-sve20261_chunk004,4
122,dub-sver202611_chunk008,4
122,dub-norg20262_chunk019,5
122,29b-bul20261_chunk010,5
122,29b-tysk20262_chunk012,5
122,29b-ita20261_chunk011,5
122,29b-tysk20264_chunk010,5
122,29b-tysk20261_chunk010,5
122,29b-sve20261_chunk011,5
122,29b-sve20262_chunk009,5
122,dub-sver202612_chunk000,4
122,dub-sver20261_chunk000,4
122,dub-sver20265_chunk009,2
122,29b-tysk20264_chunk003,4
122,dub-tysk20269_chunk011,5
122,dub-finl20262_chunk012,5
122,dub-finl20261_chunk012,5
122,dub-tysk20261_chunk010_dup1,5
122,dub-sver20266_chunk000,4
122,dub-sver20268_chunk000,4
122,dub-sver20265_chunk000,4
122,dub-sver202615_chunk000,4
122,dub-sver202611_chunk000,4
122,dub-schw20264_chunk013,5
122,dub-rumae20264_chunk013,4
122,29b-tysk20262_chunk005,5
122,dub-sver20262_chunk000,4
122,dub-sver20267_chunk000,4
122,dub-nede20261_chunk020,4
122,dub-nede20265_chunk019,4
122,dub-nede20263_chunk024,4
122,dub-nede20262_chunk023,4
122,dub-nede20264_chunk021,4
122,dub-schw20261_chunk009,4
122,dub-sver202614_chunk019,4
122,dub-port20262_chunk015,4
122,dub-port20261_chunk019,4
122,dub-schw20261_chunk008,4
122,dub-sver202614_chunk018,4
122,29b-tysk20261_chunk003,4
122,dub-nede20264_chunk028,5
122,dub-bulg20261_chunk068,5
122,bulg20263_chunk039,5
122,dub-finl20262_chunk000,4
122,dub-span20263_chunk023,4
122,dub-sver202614_chunk000,4
122,dub-sver202618_chunk006,5
122,dub-bulg20262_chunk017,4
122,dub-finl20261_chunk005,4
65,29b-tysk20264_chunk009,4
65,29b-sve20262_chunk008,4
65,29b-bul20261_chunk009,4
65,29b-sve20261_chunk010,4
65,29b-tysk20261_chunk009,4
65,29b-ita20261_chunk010,4
65,29b-tysk20262_chunk011,4
65,stat202610_chunk031,4
65,syri20267_chunk060,4
65,afgh20267_chunk016,4
65,jord20261_chunk008,4
65,tyrk20262_chunk014,4
65,dub-sver20263_chunk009,4
65,indi20261_chunk005,4
65,syri202610_chunk014,4
65,ugan20267_chunk003,4
65,stat20267_chunk011,4
65,ugan202616_chunk011,4
65,paki20264_chunk005,4
65,rusl202632_chunk017,4
65,ukra202618_chunk019,4
65,ukra202617_chunk019,4
65,tyrk20262_chunk008,4
65,soma20261_chunk018,4
65,afgh20267_chunk006,4
65,dub-schw20261_chunk010,4
65,rusl202631_chunk017,4
65,alder20261_chunk012,4
65,syri20266_chunk061,4
65,dub-malt20262_chunk013,4
65,dub-norg20262_chunk012,4
65,ukra202615_chunk015,4
65,tyrk20266_chunk025,4
65,stat202611_chunk010,4
65,stat202612_chunk010,4
65,syri20267_chunk010,4
65,ghan20263_chunk003,4
65,syri20265_chunk017,4
65,dub-rumae20263_chunk035,4
65,kina20261_chunk049,4
65,etio20264_chunk011,4
65,rusl202613_chunk012,4
65,came20262_chunk010,4
65,syri202621_chunk006,4
65,tyrk20261_chunk014,4
65,syri202614_chunk004_dup1,4
65,syri202614_chunk004,4
65,ghan20263_chunk005,4
65,bang20261_chunk016,4
65,niga20264_chunk024,4
65,ugan202612_chunk004,4
65,stat202612_chunk009,4
65,stat202611_chunk009,4
65,afgh202650_chunk012,2
65,rusl20261_chunk013,4
65,tyrk20262_chunk007,4
65,dub-tysk20265_chunk009,4
65,syri20264_chunk041,4
65,dub-sver20263_chunk007,4
65,stat202610_chunk009,4
65,hjem20261_chunk012,4
65,29b-tysk20261_chunk016,4
65,rusl20266_chunk005,4
65,dub-tysk202611_chunk017,4
65,syri202618_chunk012,5
65,dub-sver202611_chunk011,4
65,stat20262_chunk007,4
65,rusl202636_chunk009,4
65,syri202620_chunk010,4
65,rusl202626_chunk014,4
65,dub-tysk202626_chunk008,4
65,dub-sver202612_chunk015,4
65,dub-tysk202613_chunk011,4
65,dub-schw20262_chunk011,4
65,dub-schw20263_chunk011,4
65,dub-sver20265_chunk022,4
65,dub-nede20262_chunk026,4
65,tysk202625_chunk008,4
65,dub-sver202613_chunk009,4
65,dub-tysk202623_chunk007,4
65,dub-pole20257_chunk011,4
65,dub-tysk202621_chunk007,4
65,dub-sver20267_chunk007,4
65,irak20262_chunk019,4
65,ugan20264_chunk009,4
65,tysk2026167_chunk017,5
65,ugan202610_chunk018,4
65,stat202613_chunk009,4
65,dub-rumae20261_chunk002,4
65,maro20261_chunk008,4
65,tyrk20269_chunk009,4
65,dub-tysk20265_chunk010,4
65,dub-fran20263_chunk031,4
65,dub-nede20263_chunk027,4
65,dub-sver20268_chunk021,4
65,stat20266_chunk012,4
65,jord20262_chunk007,4
65,stat20261_chunk013,4
65,fran20264_chunk028,4
65,29b-sve20261_chunk015,4
63,ukra20263_chunk025,4
63,dub-belg20261_chunk008,4
63,dub-belg20262_chunk014,4
63,dub-fran20263_chunk010,4
63,fran20264_chunk006,4
63,dub-fran20262_chunk028,4
63,dub-belg20262_chunk024,2
