topic_id,chunk_id,doc_id,query_id,generated_query,chunk_index,total_chunks,chunk_text,item_id,title,url,country,published_date,court,case_type,case_number,topic_label,topic_keywords,topic_probability,topic_name
1,990_chunk000,990,990_chunk000_query,provide a definition of credibility assessment,0,2,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,990,FR: The Council of State overturned the CNDA’s decision on the grounds of procedural irregularities,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=990&returnurl=%2fPages%2fsearch.aspx,France,20/02/2019,FR: Council of State [Conseil d'État],Judgment,396338,1_credibility_assessment_definition_provide,"credibility, assessment, definition, provide, of, context, define, in, remote, cultivation",0.8086231278871261,Credibility Assessment Definition
0,990_chunk001,990,990_chunk001_query,provide a definition of procedural irregularities in the context of the CNDA decision,1,2,"The Council of State overturned the CNDA's decision on the grounds of procedural irregularities, because the Court's decision had failed to address the Office's brief, tendered after the date of closure, and had instead based its decision, without scheduling a new hearing, on a statement produced by the appellant after the hearing in a note during the...",990,FR: The Council of State overturned the CNDA’s decision on the grounds of procedural irregularities,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=990&returnurl=%2fPages%2fsearch.aspx,France,20/02/2019,FR: Council of State [Conseil d'État],Judgment,396338,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8651176925354891,Asylum Definition And Assessment
0,647_chunk000,647,647_chunk000_query,provide a definition of practical complications in the registration of asylum applications,0,2,"According to EDAL, On 14 February, the Administrative Tribunal of Paris ruled in an urgent procedure regarding practical complications in the registration of asylum applications in the Île-de-France region.",647,FR: Administrative Tribunal of Paris ruled on the access to asylum procedure via the phone platform in case of urgent procedure.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=647&returnurl=%2fPages%2fsearch.aspx,France,13/02/2019,FR: Administrative Court - First Instance [Tribunal administratif - première instance],Judgment,No. 1902037/9,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9116458126937947,Asylum Definition And Assessment
0,647_chunk001,647,647_chunk001_query,provide a definition of complications that amounted to obstacles to the registration of applications for international protection through a telephone platform,1,2,"The urgent action was initiated by several civil society organisations against complications that amounted to obstacles to the registration of applications for international protection through a telephone platform. The platform, established by the French Office for Immigration and...",647,FR: Administrative Tribunal of Paris ruled on the access to asylum procedure via the phone platform in case of urgent procedure.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=647&returnurl=%2fPages%2fsearch.aspx,France,13/02/2019,FR: Administrative Court - First Instance [Tribunal administratif - première instance],Judgment,No. 1902037/9,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9103871751584088,Asylum Definition And Assessment
0,948_chunk000,948,948_chunk000_query,legal consequences of entry ban following multiple returns to the Netherlands,0,2,"This case concerns the legal consequences following an entry ban, in case the third-country national has returned to the Netherlands twice and what this means for his request to lift that entry ban.",948,NL: Council of State rules on the consequences of entry ban,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=948&returnurl=%2fPages%2fsearch.aspx,Netherlands,04/02/2019,NL: Council of State [Afdeling Bestuursrechtspraak van de Raad van State],Judgment,201601334/1,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8079021683624726,Asylum Definition And Assessment
0,948_chunk001,948,948_chunk001_query,define the suspension of an entry ban,1,2,The Court finds that the entry ban is suspended if a third-country national enters the European Union contrary to a valid entry ban. This means that the course of the period is temporarily interrupted and starts to run again as soon as...,948,NL: Council of State rules on the consequences of entry ban,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=948&returnurl=%2fPages%2fsearch.aspx,Netherlands,04/02/2019,NL: Council of State [Afdeling Bestuursrechtspraak van de Raad van State],Judgment,201601334/1,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8365104913090219,Asylum Definition And Assessment
0,956_chunk000,956,956_chunk000_query,provide a summary of the applicant's case,0,2,The applicant was a national of Afghanistan who was granted subsidiary protection in Ireland in 2016. He subsequently applied for family reunification for his wife whom he married in 2017.,956,IE: The High Court ruled on the constitutionality and/or ECHR compatibility of the exclusion of post-flight marriages from the right to refugee family reunification,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=956&returnurl=%2fPages%2fsearch.aspx,Ireland,01/02/2019,IE: High Court,Judgment,[2019] IEHC 65 2017 902 JR,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.7679588806457316,Asylum Definition And Assessment
0,956_chunk001,956,956_chunk001_query,what is the legal basis for refugee family reunification according to section 56(9)(a) of the 2015 Act?,1,2,The Minister for Justice refused the application on the basis that section 56(9)(a) of the 2015 Act only provided for refugee family reunification for spouses where the marriage pre-dated the application for international protection. The applicant subsequently instituted...,956,IE: The High Court ruled on the constitutionality and/or ECHR compatibility of the exclusion of post-flight marriages from the right to refugee family reunification,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=956&returnurl=%2fPages%2fsearch.aspx,Ireland,01/02/2019,IE: High Court,Judgment,[2019] IEHC 65 2017 902 JR,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",1.0,Asylum Definition And Assessment
1,986_chunk000,986,986_chunk000_query,provide a definition of credibility assessment,0,2,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,986,FR: The Council of State held that the Court had erred in law by failing to request information on the files of the refugee’s family members,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=986&returnurl=%2fPages%2fsearch.aspx,France,01/02/2019,FR: Council of State [Conseil d'État],Judgment,417156,1_credibility_assessment_definition_provide,"credibility, assessment, definition, provide, of, context, define, in, remote, cultivation",0.8181675692416762,Credibility Assessment Definition
0,986_chunk001,986,986_chunk001_query,define doctor-patient confidentiality and asylum seeker confidentiality,1,2,"The Council of State recalled the principle of confidentiality as mentioned in its decision dating from 27 July 2016 (N° 386797) according to which the Office is bound to guarantee the confidentiality of any information that could endanger persons seeking asylum, as well as the respect for privacy and for doctor-patient confidentiality. The...",986,FR: The Council of State held that the Court had erred in law by failing to request information on the files of the refugee’s family members,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=986&returnurl=%2fPages%2fsearch.aspx,France,01/02/2019,FR: Council of State [Conseil d'État],Judgment,417156,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9421094204575794,Asylum Definition And Assessment
1,987_chunk000,987,987_chunk000_query,provide a definition of credibility assessment,0,2,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,987,FR: The Council of State ruled on the extension of protection to agents who do not have civil servant status but works for the French authorities.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=987&returnurl=%2fPages%2fsearch.aspx,France,01/02/2019,FR: Council of State [Conseil d'État],Judgment,421694,1_credibility_assessment_definition_provide,"credibility, assessment, definition, provide, of, context, define, in, remote, cultivation",0.6156000328496666,Credibility Assessment Definition
0,987_chunk001,987,987_chunk001_query,define the Council of State’s protection of public officials,1,2,"For the Council of State, the State is bound to cover the costs of any civil sentence against its public officials, to protect them if they are the subject of criminal proceedings and protect them against threats, violence, assault, verbal abuse, defamation or insult to which they may be subjected in the course of their duties. This overarching...",987,FR: The Council of State ruled on the extension of protection to agents who do not have civil servant status but works for the French authorities.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=987&returnurl=%2fPages%2fsearch.aspx,France,01/02/2019,FR: Council of State [Conseil d'État],Judgment,421694,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.6694695312958733,Asylum Definition And Assessment
1,985_chunk000,985,985_chunk000_query,provide a definition of credibility assessment,0,2,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,985,"FR: The Council of State ruled that the inclusion of an individual's name on a list of wanted persons was not sufficient, considered alone, to determine that his or her presence constituted a serious threat to national security.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=985&returnurl=%2fPages%2fsearch.aspx,France,30/01/2019,FR: Council of State [Conseil d'État],Judgment,No 416013,1_credibility_assessment_definition_provide,"credibility, assessment, definition, provide, of, context, define, in, remote, cultivation",0.9733298352378869,Credibility Assessment Definition
0,985_chunk001,985,985_chunk001_query,what is the Council of State’s duty regarding investigation of an “S” card,1,2,"The Council of State reminded the CNDA of its duty to utilise, if it receives information regarding the existence of an “S” card for the appellant in question, its power to investigate and deemed that “by basing its opinion solely on the content of the “S” card, [...] without gathering, in order to reach its...",985,"FR: The Council of State ruled that the inclusion of an individual's name on a list of wanted persons was not sufficient, considered alone, to determine that his or her presence constituted a serious threat to national security.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=985&returnurl=%2fPages%2fsearch.aspx,France,30/01/2019,FR: Council of State [Conseil d'État],Judgment,No 416013,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.6619933246942143,Asylum Definition And Assessment
0,954_chunk000,954,954_chunk000_query,refused asylum applications of an Albanian mother and her two daughters,0,2,The applicants were an Albanian mother and her two daughters whose applications for asylum were refused by the Refugee Applications Commissioner.,954,IE: The High Court ruled that there was no breach of the statute in the manner the investigation of the applicants’ applications was made.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=954&returnurl=%2fPages%2fsearch.aspx,Ireland,14/01/2019,IE: High Court,Judgment,[2019] IEHC 21 Record number: 2016 706 JR; 2016 710 JR; 2018 454 JR; 2018 577 JR,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8653982134774798,Asylum Definition And Assessment
0,954_chunk001,954,954_chunk001_query,define “case processing panel of legal graduates”,1,2,"They subsequently brought judicial review proceedings challenging the manner in which their applications had been processed by the Refugee Applications Commissioner, arising from the fact that the Commissioner had established a “case processing panel of legal graduates” to perform “case processing” in relation to applications...",954,IE: The High Court ruled that there was no breach of the statute in the manner the investigation of the applicants’ applications was made.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=954&returnurl=%2fPages%2fsearch.aspx,Ireland,14/01/2019,IE: High Court,Judgment,[2019] IEHC 21 Record number: 2016 706 JR; 2016 710 JR; 2018 454 JR; 2018 577 JR,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.6205320091442249,Asylum Definition And Assessment
0,922_chunk000,922,922_chunk000_query,official suspension of transfer decision interruption,0,1,"Dublin transfer of a Maritanian applicant to Austria. Official suspension of the execution of the transfer decision issued in the Dublin procedure is also possible, and will then interrupt the transfer period.

...",922,DE: The Federal Administrative Court ruled on the official suspension of a Dublin transfer,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=922&returnurl=%2fPages%2fsearch.aspx,Germany,08/01/2019,DE: Federal Administrative Court [Bundesverwaltungsgericht],Judgment,1 C 16.18,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8465039116370083,Asylum Definition And Assessment
1,984_chunk000,984,984_chunk000_query,provide a definition of credibility assessment,0,2,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,984,BE: CALL ruled on the inadminissibility based on the international protection already granted by another Member State.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=984&returnurl=%2fPages%2fsearch.aspx,Belgium,03/01/2019,BE: Council for Alien Law Litigation [Conseil du Contentieux des Étrangers - CALL],Decision,214.669,1_credibility_assessment_definition_provide,"credibility, assessment, definition, provide, of, context, define, in, remote, cultivation",0.8912013045778048,Credibility Assessment Definition
0,984_chunk001,984,984_chunk001_query,who bears the burden of proof regarding international protection claims,1,2,"The Council ruled that, indeed, the burden of the proof on whether an applicant has been granted an international protection in another MS or not lies on the CGRS, nonetheless, this proof being made, it is up to the applicant to provide evidence when he challenges the actuality or the effectiveness of his protection.Also, the question whether the applicant may be readmit by...",984,BE: CALL ruled on the inadminissibility based on the international protection already granted by another Member State.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=984&returnurl=%2fPages%2fsearch.aspx,Belgium,03/01/2019,BE: Council for Alien Law Litigation [Conseil du Contentieux des Étrangers - CALL],Decision,214.669,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",1.0,Asylum Definition And Assessment
3,582_chunk000,582,582_chunk000_query,What is the High Court’s decision regarding subsidiary protection and the credibility of the applicant’s assertions?,0,2,The High Court refused an application for judicial review by the applicant of a decision refusing him subsidiary protection. The national decision maker did not find the applicant's assertions that he was “not mentally ok” to be credible.,582,IE: High Court ruled on the principle of shared duty of both asylum seeker and immigration authorities to ascertain and evaluate all relevant facts of the case.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=582&returnurl=%2fPages%2fsearch.aspx,Ireland,21/12/2018,IE: High Court,Judgment,[2018] IEHC 792,3_subsidiary_protection_the_define,"subsidiary, protection, the, define, is, what, need, person, status, can",0.4153904224167237,Subsidiary Protection Definition
0,582_chunk001,582,582_chunk001_query,provide a definition of breach of national protection legislation,1,2,"The applicant submitted that in dismissing his explanation of suffering a mental disability, the Tribunal acted in breach of the national protection legislation, the EU Charter of Fundamental Freedoms and the European Convention on Human...",582,IE: High Court ruled on the principle of shared duty of both asylum seeker and immigration authorities to ascertain and evaluate all relevant facts of the case.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=582&returnurl=%2fPages%2fsearch.aspx,Ireland,21/12/2018,IE: High Court,Judgment,[2018] IEHC 792,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8710514819450974,Asylum Definition And Assessment
0,589_chunk000,589,589_chunk000_query,What are the requirements for a written report under Article 17 (1 and 2) of the Asylum law?,0,2,"I – Notification to the applicant for international protection, to account for the content of his statement, does not comply with the formalities required by Article 17 (1 and 2) of the Asylum law under which a written report, containing all the essential information regarding the case and to which the applicant can respond, must be drawn up.",589,PT: Supreme Administrative Court's case concerned to the administrative formalities applied to a case of international protection.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=589&returnurl=%2fPages%2fsearch.aspx,Portugal,20/12/2018,PT: Supreme Administrative Court [Supremo Tribunal Administrativo],Judgment,275/18.BELSB,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9530529018983904,Asylum Definition And Assessment
0,589_chunk001,589,589_chunk001_query,provide a definition of inadmissible request for international protection,1,2,II – The aforementioned Article 17 (1 and 2) is applicable to situations where the request for international protection is considered inadmissible and the...,589,PT: Supreme Administrative Court's case concerned to the administrative formalities applied to a case of international protection.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=589&returnurl=%2fPages%2fsearch.aspx,Portugal,20/12/2018,PT: Supreme Administrative Court [Supremo Tribunal Administrativo],Judgment,275/18.BELSB,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9178631476235479,Asylum Definition And Assessment
0,650_chunk000,650,650_chunk000_query,What is the meaning of suspension of the implementation of a decision on refusal of international protection?,0,2,The case concerns the suspension of the implementation of a decision on refusal of international protection.,650,PL: The Supreme Administrative Court rules on the right of stay in case of negative decision,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=650&returnurl=%2fPages%2fsearch.aspx,Poland,20/12/2018,PL: Supreme Administrative Court [Naczelny Sąd Administracyjny],Order,II OZ 1239/18,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8956188640117354,Asylum Definition And Assessment
0,650_chunk001,650,650_chunk001_query,what are the Supreme Court’s ruling on the right to stay for foreigners applying for international protection,1,2,"The Supreme Court considering that the Polish provisions on granting international protection do not explicitly provide for the right to stay of a foreigner applying for international protection in proceedings before the court of first instance, rules that the fulfillment of the obligation under Art. 46 ust. 5 of the procedural directive 2013/32, must take place through the decision...",650,PL: The Supreme Administrative Court rules on the right of stay in case of negative decision,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=650&returnurl=%2fPages%2fsearch.aspx,Poland,20/12/2018,PL: Supreme Administrative Court [Naczelny Sąd Administracyjny],Order,II OZ 1239/18,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",1.0,Asylum Definition And Assessment
0,584_chunk000,584,584_chunk000_query,judicial review of asylum refusal based on fear of Taliban and Lashkar-e-Islam,0,2,"The applicant sought judicial review of the decision to refuse him asylum in Ireland, which he had applied for on the basis of fear of persecution due to issues with the Taliban and Lashkar-e-Islam. The applicant had tactically not applied for asylum in another Member State, which was a factor the decision maker was permitted to take into consideration.",584,IE: High Court's case concerned to the assessment of credibility in the application of a Pakistan citizen claimed to be persecuted bythe Taliban and Lashkar-e-Islam.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=584&returnurl=%2fPages%2fsearch.aspx,Ireland,18/12/2018,IE: High Court,Judgment,[2018] IEHC 769,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9378438951337219,Asylum Definition And Assessment
0,584_chunk001,584,584_chunk001_query,no obligation on the decision makers to contact bodies within the countries of origin to verify individual,1,2,The Court held that there is no obligation on the decision makers to contact bodies within the countries of origin to verify individual...,584,IE: High Court's case concerned to the assessment of credibility in the application of a Pakistan citizen claimed to be persecuted bythe Taliban and Lashkar-e-Islam.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=584&returnurl=%2fPages%2fsearch.aspx,Ireland,18/12/2018,IE: High Court,Judgment,[2018] IEHC 769,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8816125086474866,Asylum Definition And Assessment
0,634_chunk000,634,634_chunk000_query,provide a definition of access to the reception system for asylum seekers transferred under the Dublin Regulation,0,2,"As per EDAL, On 7 December 2018, the Superior Court of Madrid ruled that the Spanish authorities had to ensure that an asylum seeker transferred to Spain from Germany under the Dublin Regulation would have access to the reception system.",634,ES: High Court of Justice ruled that the Spanish authorities have to ensure access to the reception system by asylum seekers transferred from other Member State.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=634&returnurl=%2fPages%2fsearch.aspx,Spain,07/12/2018,ES: High Court of Justice [Tribunal Superior de Justicia],Judgment,STSJ M 13292/2018 Resolution no. 494/2018,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8416812176100009,Asylum Definition And Assessment
0,634_chunk001,634,634_chunk001_query,what is the legal basis for withdrawing access to a reception system,1,2,"The Ministry of Labour, Migration and Social Security had withdrawn access to the reception system for the applicant on the ground that he had renounced the right to reception by leaving the country. The applicant, who was living in a shelter for homeless...",634,ES: High Court of Justice ruled that the Spanish authorities have to ensure access to the reception system by asylum seekers transferred from other Member State.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=634&returnurl=%2fPages%2fsearch.aspx,Spain,07/12/2018,ES: High Court of Justice [Tribunal Superior de Justicia],Judgment,STSJ M 13292/2018 Resolution no. 494/2018,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.5231773740489157,Asylum Definition And Assessment
0,541_chunk000,541,541_chunk000_query,provide a definition of the Aliens Act,0,2,"A group of 18 Senators of the Senate of the Parliament of the Czech Republic (hereinafter referred to as ""the petitioners"") proposed to the Constitutional Court that in the Act No. 326/1999 Coll., On the Residence of Foreign Nationals in the Czech Republic and on Amendments to Certain Acts, hereinafter referred to as the ""Aliens Act""), repealed the provisions of Section 169r (1) j) and § 172 para.",541,CZ Constitutional Court rules on the right to effective remedy,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=541&returnurl=%2fPages%2fsearch.aspx,Czech Republic,27/11/2018,CZ: Constitutional Court [Ústavní Soud],Judgment,Pl. ÚS 41/17,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.4501456668894841,Asylum Definition And Assessment
1,541_chunk001,541,541_chunk001_query,provide a definition of credibility assessment,1,2,6. The Senators also proposed that the Constitutional Court should annul the provisions of Section...,541,CZ Constitutional Court rules on the right to effective remedy,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=541&returnurl=%2fPages%2fsearch.aspx,Czech Republic,27/11/2018,CZ: Constitutional Court [Ústavní Soud],Judgment,Pl. ÚS 41/17,1_credibility_assessment_definition_provide,"credibility, assessment, definition, provide, of, context, define, in, remote, cultivation",0.6859473384079081,Credibility Assessment Definition
0,658_chunk000,658,658_chunk000_query,Spanish authorities must ensure access to reception centers for international protection applicants who have left assigned centers to travel to the Netherlands,0,2,"On November 2018, the Supreme Court of Madrid ruled that the Spanish authorities had to ensure the access to a reception centers to an international protection applicant who previously abandon the assigned center to travel to the Netherlands.",658,ES: High Court of Justice ruled that the Spanish authorities have to ensure access to the reception system by international protection applicants transferred from other Member State.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=658&returnurl=%2fPages%2fsearch.aspx,Spain,22/11/2018,ES: High Court of Justice [Tribunal Superior de Justicia],Judgment,STSJ M 12520/2018 Resolution: 913/2018,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8753332474866713,Asylum Definition And Assessment
0,658_chunk001,658,658_chunk001_query,define the withdrawal of access to the reception system by the Ministry of Labour and Social Security,1,2,The Ministry of Labour and Social Security had withdrawn access to the reception system based on the ground that the applicant lost his right to stay there when left his previous center without previous communication. According to the Spanish...,658,ES: High Court of Justice ruled that the Spanish authorities have to ensure access to the reception system by international protection applicants transferred from other Member State.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=658&returnurl=%2fPages%2fsearch.aspx,Spain,22/11/2018,ES: High Court of Justice [Tribunal Superior de Justicia],Judgment,STSJ M 12520/2018 Resolution: 913/2018,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.6257057030369951,Asylum Definition And Assessment
0,554_chunk000,554,554_chunk000_query,appeal against case no. 16/23224 of the Court of The Hague,0,2,"Appeal against case no. 16/23224 of the Court of The Hague issued on the 1st June 2017. By decision of 10 October 2016, the State Secretary rejected an application from the foreign national to grant her a temporary asylum residence permit and issued an entry ban against her. By judgment of 1 June 2017, the court dismissed the appeal against this decision by the foreign national as unfounded.",554,NL: Court of The Hague ruled on the right to asylum when the TCN has adopted Western lifestyle,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=554&returnurl=%2fPages%2fsearch.aspx,Netherlands,21/11/2018,NL: Court of The Hague [Rechtbank Den Haag],Judgment,201704575/1 /V2,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9384969286500409,Asylum Definition And Assessment
0,554_chunk001,554,554_chunk001_query,appeal the Court of The Hague decision,1,2,The foreign national then decided to appeal the Court of The Hague decision. ...,554,NL: Court of The Hague ruled on the right to asylum when the TCN has adopted Western lifestyle,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=554&returnurl=%2fPages%2fsearch.aspx,Netherlands,21/11/2018,NL: Court of The Hague [Rechtbank Den Haag],Judgment,201704575/1 /V2,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9491747934322169,Asylum Definition And Assessment
0,557_chunk000,557,557_chunk000_query,"appeal against the decision of the Court of The Hague, Middelburg seat, of January 12, 2017 in case no. 16/29461",0,1,"Appeal against the decision of the Court of The Hague, Middelburg seat, of January 12, 2017 in case no. 16/29461 by which the State Secretary for Justice and Security rejected an application from the foreign national to grant her a temporary asylum residence permit and issued an entry ban against her. ...",557,NL: Court of The Hague ruled on the right to asylum when the TCN has adopted Western lifestyle,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=557&returnurl=%2fPages%2fsearch.aspx,Netherlands,21/11/2018,NL: Court of The Hague [Rechtbank Den Haag],Judgment,201700575/1/V2,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9366666266923336,Asylum Definition And Assessment
0,504_chunk000,504,504_chunk000_query,provide a definition of Article 5(2) of Commission Regulation (EC) No 1560/2003,0,2,The judgement dealt with the application of Article 5(2) of Commission Regulation (EC) No 1560/2003 of 2 September 2003 laying down detailed rules for the application of the Dublin II Regulation.,504,CJEU ruled on the Dublin procedure,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=504&returnurl=%2fPages%2fsearch.aspx,European Union,13/11/2018,EU: Court of Justice of the European Union [CJEU],Judgment,C-47/17 C-48/17,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9649249521084474,Asylum Definition And Assessment
0,504_chunk001,504,504_chunk001_query,what are the requirements for a Member State regarding re-examination requests under Article 5(2) of Regulation No 1560/2003?,1,2,"A Member State which has earlier denied a request of take charge or take back according to Articles 21 or 23 of the Dublin III Regulation within the time limits and which, thereafter, receives a re-examination request under Article 5(2) of Regulation No 1560/2003, must...",504,CJEU ruled on the Dublin procedure,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=504&returnurl=%2fPages%2fsearch.aspx,European Union,13/11/2018,EU: Court of Justice of the European Union [CJEU],Judgment,C-47/17 C-48/17,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9447038222597157,Asylum Definition And Assessment
0,513_chunk000,513,513_chunk000_query,revoke residence permit and refugee status,0,2,"The case concerned revocation of a residence permit and refugee status granted to an Afghan woman and her child cf. the Immigration Act Section 37 first paragraph, letter e). The husband arrived in Norway and thus the basis for their permits no longer existed.",513,NO: Supreme Court case concerned to the revocation of residence permit and the right to private life,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=513&returnurl=%2fPages%2fsearch.aspx,Norway,08/11/2018,NO: Supreme Court [Noregs Høgsterett],,HR-2018-2133-A (case no. 2017/2179),0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9101643047424297,Asylum Definition And Assessment
2,513_chunk001,513,513_chunk001_query,define credibility assessment,1,2,The Supreme Court narrowed the scope of their assessment to be that of whether the revocation violated their right to private life cf. the European Convention of Human Rights Article 8 and Paragraph 102 of the Norwegian...,513,NO: Supreme Court case concerned to the revocation of residence permit and the right to private life,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=513&returnurl=%2fPages%2fsearch.aspx,Norway,08/11/2018,NO: Supreme Court [Noregs Høgsterett],,HR-2018-2133-A (case no. 2017/2179),2_credibility_assessment_define_in,"credibility, assessment, define, in, claims, context, applications, asylum, ethiopian, interpreter",1.0,Credibility Assessment & Interpretation
0,366_chunk000,366,366_chunk000_query,what is the outcome of the appeal regarding the Nigeria applicant’s protection application?,0,2,"In this case the applicant (Nigeria) arrived to Ireland in October 2016. He claimed to be bisexual and that he was the subject of an attempt to force him to join a cult in Nigeria. On May 2017, the International Protection Office informed him the refusal of his application for protection on the ground of lack of credibility. He appealed the decision.",366,IE: High Court's case concerned to what matters or omissions go to credibility and the weight to be placed on the evidence.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=366&returnurl=%2fPages%2fsearch.aspx,Ireland,06/11/2018,IE: High Court,Judgment,[2018] IEHC 630,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9323058063879793,Asylum Definition And Assessment
