docno,text
635_chunk000,"This judgment stated that when the administration has completed all the procedures with its obligations under a controlled transfer and that the applicant, even though he had complied with the terms of his house arrest and was present several times in the prefecture during this period of summons, refused to board a flight in which a place was reserved for him, this refusal to embark must be regard"
635_chunk001,"ed as an intentional subtraction to the implementation of his transfer, and consequently the..."
640_chunk000,"The case relates to the transfer of an asylum seeker to Germany under Dublin Regulation. The applicant requests the annulment of the decision refusing his stay and ordering his leave on medical grounds (diabetes and Parkinson's disease).

..."
1088_chunk000,"The decision concerns two joined cases 422159 and 422160, in which the applicants requested from the OFPRA the allowance for asylum applicants and transport vouchers necessary for them to travel to a hearing for the purpose of the Dublin procedure."
1088_chunk001,The Council of State held that if the applicants would be refused travel vouchers such a situation is likely to amount to a serious and manifestly unlawful interference with their right to enjoy a procedure for examining...
583_chunk000,Two related cases involved applicants applying for asylum on the basis of claiming persecution because of their sexual orientation. The applicants submited that the correct standard of proof required should be a reasonable degree of likelihood.
583_chunk001,"The point raised was not adequately or properly pleaded and failed to specify whether the appropriate standard derived from EU law, international law or domestic law. The applicants also gave no legal basis for the test contended for; there was no..."
652_chunk000,"According to the Press Release: The applicant, Mr X, is a Moroccan national who was born in 1988 and is currently in the Netherlands. The case concerned his possible expulsion from the Netherlands to Morocco. He left Morocco in 2012 and went to stay with family in the Netherlands, overstaying his tourist visa."
652_chunk001,In 2014 he was arrested on suspicion of planning terrorist attacks in the Netherlands and placed in police custody. In June 2016 he was convicted of preparing terrorist offences and...
608_chunk000,"Three country nationals, C, J, and S, had their applications for international protection rejected in the Netherlands and were detained with a view to preparing their return. C's application for international protection was rejected on 11 April 2017, and C was detained on 13 April."
608_chunk001,"The judge at first instance found that the detention was based on an incorrect legal basis, and the Secretary of State appealed to the Council of State. On 31 July, the district court of the Hague, sitting in..."
562_chunk000,The case raises the issue of whether a subsequent application for asylum has been submitted at the time when the foreign national applies in writing by expressing the wish to submit an application for a temporary asylum residence permit or at the time when he/she uses the appropriate form to submit the application for asylum.
562_chunk001,"This moment is important for the commencement date of the temporary asylum residence permit granted to the foreign national.

By decision..."
563_chunk000,"The case concerns the moment at which an asylum application is lodged, in particular with regard to a subsequent asylum application. This moment is important for the entitlement to reception by the foreign national."
563_chunk001,"On 6 June 2017, the Central Agency for the Reception of Asylum Seekers (COA) rejected an application from a foreign national to allow the benefit of reception conditions. By decision of 5 July 2017, the Court of the Hague upheld the appeal lodged by the foreign..."
590_chunk000,"In an urgent action for the «granting of asylum or of a residence permit for subsidiary protection» the use of «official international reports on the political and social situation of the applicant's country of origin», by the court of appeal is not in breach of Articles 412 and 662 of the Civil Procedure Code.

..."
654_chunk000,"F.L., a Cameroonian national claiming to be a minor, applied for international protection in Belgium on 8 January 2018. On the same day, based on his physical appearance and statements, the Minors and Victims of Trafficking in Human Beings Unit of the Belgian Immigration Office expressed doubts as to his claimed minority and referred him for an immediate medical age assessment."
654_chunk001,"The examination concluded that the applicant was 18 years old, with a standard deviation of 6 months, meaning that..."
564_chunk000,"By decision of 13 July 2016, the State Secretary declared an application from the foreign national to grant him a temporary asylum residence permit inadmissible."
564_chunk001,"By decision of 21 September 2016, the court upheld the appeal lodged by the foreign national, annulled that decision and determined that the State Secretary would take a new decision on the application, taking into account what was considered in the decision. The State Secretary has appealed against this decision. The foreign..."
576_chunk000,"The First Instance Administrative Court took a decision related to the no existence of sanctions if the maximum period of 21 months for the procedure of examination of an application for international protection is surpassed. In this case, an applicant for international protection whose application had been rejected appealed the decision of refusal."
576_chunk001,"The applicant advanced a number of grounds for annulment in support of the plea, for instance, the fact that the duration of 21 months for the..."
633_chunk000,"The legal question concerned a situation in which the applicant (a third country national) claimed asylum based on events that had happened in another EU MS in which the applicant had lived and towards which the Dublin Regulation was applicable. In the current case, a Nigerian national claimed she was in danger of persecution and serious harm in Spain due to her ex-husband."
633_chunk001,According to the judgment these kind of grounds for application do not mean that the application could not be subject to...
573_chunk000,"Appeal against the decision of the court of The Hague, Haarlem seat, of August 7, 2017 in case no. 17/2027. By decision of 19 January 2017, the State Secretary rejected an application from the foreign national to grant him a temporary asylum residence permit, and issued an entry ban against him."
573_chunk001,"By judgment of 7 August 2017, the court dismissed the appeal lodged by the alien, in so far as it was directed against the rejection of the asylum application, as inadmissible, and dismissed his..."
639_chunk000,"This case refers to the transfer of an asylum applicant with a new-born child to Spain under Dublin Regulation. In absence of information for adequate reception conditions and individual guarantees for their transfer back, the authorities didn't review closely the evidence regarding a real risk of treatment prohibited by Article 3 of the ECHR

..."
642_chunk000,"The case concerns the transfer to Spain under Dublin procedure of a single woman with children due to lack of information on the reception modalities for the minors even if they are accompanied by their parent. For further information on the case, please refer to the original document mentioned below.

..."
585_chunk000,The applicant (Venezuela) had applied for subsidiary protection on the basis that he would be at risk due to his activism and his membership of a politic party; that application was refused. The court held that in the context of art.
585_chunk001,"15(c) of the qualification directive, an internal armed conflict involves a conflict between the state and an armed group, or between two or more armed groups confronting each other. With regards to the UNHCR “Guidelines on International Protection No. 12:..."
512_chunk000,"The Supreme Court ruled that Article 31 of the 1951 Geneva Convention (stating no penalties for illegal entry if refugees arrive directly from a country where there are threats to their life or freedom, and they present themselves for the authorities without delay) did not preclude that an asylum seeker could be convicted for violation of an entry ban."
512_chunk001,"An asylum seeker from Afghanistan had been expelled and issued with a five year entry ban to Norway in 2012, due to not leaving the country..."
550_chunk000,"The case involved an asylum seeker upon whom detention was imposed as a measure to ensure a Dublin procedure. The asylum seeker lodged a complaint against a decision that had been issued based on Art. 5 of the Asylum Act 2005, rejecting the application as inadmissible."
550_chunk001,"The Federal Administrative Court subsequently denied the complaint, whereupon the asylum seeker lodged a complaint against detention. The court proceedings dealing with the individual's detention addressed the question of..."
653_chunk000,"According to the press release: The case concerned the expulsion to Morocco of a Moroccan national who had been convicted in France of conspiracy to carry out terrorist acts, and who had previously been deprived of his French nationality for the same reason. The Court noted in particular that Morocco had adopted general measures to prevent risks of treatment contrary to Article 3."
653_chunk001,"The present application was therefore different from the case of M. A. v. France. Furthermore, despite his..."
668_chunk000,"The Council of State rules on personal interview realised on ones native language. The CNDA decision is annulled as in the contested decision the Court failed to answer the plea regarding the absence of Chechen interpretation in the asylum interview and consequently, the impossibility of the applicant to be understood.

..."
547_chunk000,"In response to a legal remedy filed against the Federal Office for Immigration and Asylum, the Supreme Administrative Court ruled that, in accordance with Art 13 para 1 of the Dublin III Regulation (604/2013), the Member State whose border an individual applying for international protection had crossed irregularly is responsible for examining that application (ruling in case Ra 2017/19/0169-9 of 5"
547_chunk001,"April 2018).

The court furthermore ruled that this rule applied even if the individual did not..."
636_chunk000,"The Supreme Court ruled that a decision to transfer from Article 26 of the Dublin III Regulation does not constitute a ""final decision"" on an application for international protection within the meaning of Article 2 (b) of the Reception Directive and Article 2 (c) of the Dublin III Regulation, and consequently it can not entail the cessation of rights arising from the Reception Directive."
636_chunk001,A different interpretation may also lead to a situation which constitutes a violation of Article 1 of the...
511_chunk000,"In a case regarding the validity of revocation of residence permit for a mother and daughter from Afghanistan, see the Immigration Act section 37 subsection 1 e, the Supreme Court found, similar to lower instances, that the Immigration Appeal Board's decision was invalid."
511_chunk001,"When the application was granted, it was assumed that the conditions in their home country were unstable and that the women and her daughter risked being subjected to inhuman treatment. The revocation was justified by the fact..."
565_chunk000,"Appeal against the judgment of the Court of the Hague on October 16, 2017 in Case no. NL17.1729. By decision of 21 March 2017, the State Secretary rejected, insofar as currently relevant, an application from the foreign national to grant him a temporary asylum residence permit. By judgment of 16 October 2017, the court dismissed the appeal against this by the foreign national as unfounded."
565_chunk001,The foreign national has appealed against this decision. This statement concerns whether the...
641_chunk000,"This case relates to the transfer to Italy under Dublin procedure of an asylum seeker with medical condition. For further information on the case, please refer to the original document indicated below.

..."
926_chunk000,"As a result of the fundamental change in the political situation in Ethiopia since April 2018, people need because of their membership in an organization active in exile policy in Germany that is closely related to one of the organizations of the Ginbot7, OLF or ONLF that was classified as a terrorist organization in Ethiopia by summer 2018, or because of an exile policy activity for such an organ"
926_chunk001,"ization, when returning to Ethiopia, there is in principle no significant fear of persecution..."
646_chunk000,"According to EDAL's summary:

""On 8 February 2018, the Swiss Federal Administrative Tribunal ruled in a case concerning a Turkish journalist of Kurdish ethnicity who lodged an application for international protection in Zurich after arriving from Brazil. She claimed that she had been arrested and convicted in Turkey due to her profession and alleged connection with a terrorist organisation."
646_chunk001,The State Secretariat for Migration decided not to examine the merits of her...
510_chunk000,"The Court of Sessions found there was no unlawful discrimination arising from a reduction in the amount of asylum support payable to asylum seekers with one or more dependent children, following a government review. ..."
506_chunk000,"The applicant claimed to be registered with UNRWA, to have received help from relatives in Syria too. He claimed that the assistance he has previously received from UNRWA has ceased because he was forced out of Syria because of the general situation in the country."
506_chunk001,"He claimed to therefore qualify to obtain an ipso facto refugee declaration under the 1951 Convention relating to the Status of Refugees (Geneva Convention).

The Migration Court of Appeal relied on the CJEU jurisprudence,..."
643_chunk000,As per the published press release: The Council of State validates the criteria to be met by a new asylum application to be admissible.
643_chunk001,"Article L.723-16 of the CESEDA makes the admissibility of a request for reconsideration of an asylum application subject, on the one hand, to the presentation of new facts which have occurred or revealed after the rejection of the previous application or new evidence and, secondly, the finding that their probative value is capable of modifying the..."
572_chunk000,"Appeal against the judgement of the Court of The Hague, Rotterdam seat instead of August 14, 2017 in Case No. NL17.705 at stake. By decision of 20 January 2017, the State Secretary rejected an application from the foreign national to grant her a temporary asylum residence permit."
572_chunk001,"By decision of 14 August 2017, the court upheld the appeal lodged by the foreign national, annulled that decision and determined that the State Secretary would take a new decision on the application, taking into account..."
108_chunk000,According the ECHR's Information Note 213 (December 2017): The applicant entered Switzerland in 2009 and applied for asylum on the grounds that he had been imprisoned and tortured in his country of origin (Iran) after taking part in a demonstration there. His application was rejected after the Swiss authorities found that his account was not credible.
108_chunk001,The applicant subsequently lodged a request for his asylum application to be reconsidered followed by an application for temporary admission on...
20_chunk000,"A citizen of Afghanistan had a drug-resistant tuberculosis after arriving in Finland. According to a medical statement, his tuberculosis treatment was started in January 2016 and the duration of treatment is at least 20 months."
20_chunk001,"According to a medical opinion, treatment requires uninterrupted and controlled daily recurrence of medication and, in addition, a regular injection of medication, so that tuberculosis does not reactivate and become infectious. When assessing the issue, the Supreme..."
119_chunk000,The case concerns the request to extend international protection to the parents of the applicant (Syrian father and a Palestinian mother) who was granted refugee status in Spain. Spanish authorities rejected the case as they considered that the dependency criteria requested by the Asylum Law in cases of family reunification of ascendants was not accredit in this case.
119_chunk001,"Nevertheless, the National High Court considered, in line with UNHCR's report presented at the Eligibility Commission in this..."
102_chunk000,"The applicant is an Afghan national (Hazara), who was born in Iran, where he spent his whole life before applying for international protection in Austria in October 2015. His application was rejected by the first and second instance and the applicant was handed a return order to AFG (no well-founded fear of persecution for a Convention reason in AFG; no risk of violation of Art."
102_chunk001,"2, 3 ECHR upon deportation to Kabul). The Constitutional Court upheld this decision, stating that it would be..."
117_chunk000,Syrian refugee family resettled from Lebanon were granted subsidiary protection. This decision was appealed before the National High Court.
117_chunk001,"The National high Court recognized them as refugees because a. the father was subject to persecution in Syria, b. the family was recognized as refugees in Lebanon by UNHCR and were resettled within the National Resettlement Program for the year 2015, by agreement of the Council of Ministers. The National High Court followed the ruling of the Supreme Court..."
151_chunk000,"A., B., C., D., and E., five young Afghan nationals, arrived separately in Norway between 26 July 2015 and 1 October 2015. Each applied for international protection, claiming to be between 15 and 16 years old at the time of arrival."
151_chunk001,"None of them possessed documentary evidence supporting their claimed ages and were referred for medical age assessments consisting of an X-ray of the left hand and wrist and a dental X-ray (Liversidge and Haavikko methods).

Following the assessments, in..."
50_chunk000,The applicant (Tunisian national) was detained by the Police of the Czech Republic for the purpose of the removal enforcement. The applicant challenged the decision on detention before the Municipal Court of Prague.
50_chunk001,"The Municipal Court found out that the applicant during his detention lodged the application for international protection, he was re-detained under the provisions of the Act on Asylum implementing Art. 8(3)(d) of the Recast Reception Directive and for this reason his original..."
36_chunk000,"The appellants in this case are asylum seekers who came to the UK via Bulgaria. They are nationals of Afghanistan (SK and FK), Iraq (HK) and Iran (HH)."
36_chunk001,"This appeal is concerned with the proposal of the Secretary of State to remove the appellants from the UK to Bulgaria under the Dublin III Regulation arrangements (Regulation 604/2013), on grounds that they entered into the territory of the European Union in Bulgaria and may be sent back there to make their asylum claims. The Court dismissed..."
115_chunk000,"The National High Court noted that there are indications that the applicant and his family have actually been victims of persecution on the part of the Mara Salvatrucha (gang) for their resistance to being extorted, as well as that, in spite of informing the Honduran authorities, these they have not dispensed the applicant and his family effective protection."
115_chunk001,The National High Court reversed its former and very consolidated jurisprudence in similar cases (where all cases were rejected). Based...
57_chunk000,The applicant came to Ireland in 2007. She applied for refugee status in 2011. Her application was unsuccessful. She appealed to the first respondent. The appeal was a papers only appeal. The appeal was unsuccessful.
57_chunk001,The Refugee Appeals Tribunal made adverse credibility findings based on matters that had not been put to the applicant and concluded that cumulatively the applicant had not proved that she was a refugee. The applicant challenged the decision by way of judicial review. The High Court...
19_chunk000,"A 13-year-old A had arrived in Finland together with his uncle. A had told his family to reside in Baghdad. He had been in regular contact with his parents. The Supreme Administrative Court stated that the benefit of the child is, in principle, to live with her own family."
19_chunk001,"In connection with the return to home country, the reunification with the family could, in the light of the evidence presented in the case, in itself be considered to be in A's interest. To return home to A's..."
125_chunk000,"The Supreme Administrative Court finds that the mere fact that the appellant is told to be in regular contact with the families, not in itself be regarded as evidence that he was required by the return of the Directive any degree of certainty would be returned to any family member or designated guardian, or that for him would be adequate reception at home at home .

..."
21_chunk000,The case concerns the request of the applicant to extend the auxiliary order regarding her legal assistance in the re-examination of her case before the Finnish Immigration Service.
21_chunk001,"The Supreme Administrative Court took a stand on using a private legal aid counsel in a matter falling under the Aliens Act. Pursuant to an amendment that entered into force on 1 September 2016, legal aid paid out of State funds shall primarily be provided by public legal aid attorneys when handling..."
105_chunk000,"According to the Supreme Court, it was not contrary to the Human Rights Convention that a man from Syria who had been granted temporary protection status in Denmark should wait 3 years for family reunification with his spouse The case concerned the review of the Immigration Board's decision, after which A and B, who were spouses, had been refused family reunification in Denmark."
105_chunk001,"A had a residence in Denmark in accordance with the Immigration Act's rules on temporary protection, based on the..."
146_chunk000,The case concerns the issuance of Convention Travel Documents.
146_chunk001,"Questions answered by the Court: What obligations do Contracting States have to provide administrative assistance, pursuant to Article 25 of the 1951 Convention, if a refugee does not have recourse to the authorities of a foreign country?; What obligations do Contracting States have to issue ‘identity papers' to a refugee who does not possess a valid travel document, pursuant to Article 27 of the "
146_chunk002,1951 Convention?; and...
201_chunk000,"The applicant claimed that after he sought to end a relationship with a woman in Albania in 2012, he was confronted by the woman's brothers who threatened, beat and tortured him, and murdered his father. He moved to Ireland in July 2013 and applied for asylum in April 2014, the application was rejected. An appeal to the tribunal was also rejected in May 2016."
201_chunk001,"It was submitted on behalf of the applicant that a family could be a social group, and that the Tribunal had failed to assess whether..."
32_chunk000,"Majid Shiri, an Iranian national, has brought a challenge before the Austrian courts in relation to the decision refusing his application for international protection in Austria and his removal to Bulgaria."
32_chunk001,"Mr Shiri sclaimed that Mr Shiri submits that, pursuant to the Dublin III Regulation, Austria is now responsible for examining his application because he was not transferred to Bulgaria within a period of six months from the Bulgarian authorities' agreement to take him back. The Court..."
58_chunk000,"In this case the Court of Appeal considered the question of whether, where an applicant for subsidiary protection is considered by the decision maker to be a national of Country A, and also to have been granted refugee status and lived in each of Countries B and C, may the application be decided upon the basis that he is a stateless person within the meaning of the Qualification Directive and the "
58_chunk001,"regulations transposing that Directive into Irish law.

The applicant was born in Cameroon in..."
200_chunk000,"The applicants, a woman and her three children, were nationals of Pakistan who applied for asylum in the State. They had lived in the UK with the first applicant's husband whom the first named applicant claimed had been violently abusive towards her and the children."
200_chunk001,During the course of the Refugee Application Commissioner's examination of the applicants' file under Dublin III the applicants requested that the Commissioner exercise discretion under art.17 of the Regulation to...
69_chunk000,"If it is not clear whether an asylum applicant has already been granted international protection in another European Union member state (here: Italy), the administrative courts must find out whether this is the case if the admissibility of a new application for protection depends on it."
69_chunk001,This also applies if the other member state fails to respond to a request for information in accordance to the Dublin rules. ...
22_chunk000,"The Finnish Immigration Service had rejected asylum seeker A's application for asylum and residence permit and decided to return him to his country of origin, Iraq. On 29 June 2017 A. requested permission to appeal the decision of the Administrative Court and to be granted international protection."
22_chunk001,"Although A. had voluntarily returned to Iraq, he expressed his will to continue until the end of the appeal process and, if necessary, use all normal remedies as the..."
170_chunk000,Administrative Court Düsseldorf The plaintiff is an asylum seeker and claims to be from Bangladesh.
170_chunk001,"The Court ruled that with the rules on distribution and allocation (§§ 50, 51 AsylG), the law takes into account the regularly particularly important public interest , the burden associated with the reception of asylum seekers in terms of accommodation, food and supervision, evenly on the Federal states and municipalities (see § 45 AsylG). In that regard, an asylum seeker - such as the..."
66_chunk000,(abstract provided by UNHCR) The FAC comes to the conclusion that the humanitarian situation in Kabul has deteriorated compared to the FAC's last analysis of the situation in 2011 (BVGE 2011/7 ). The situation is life-threatening and a removal to Kabul is in principle not reasonable.
66_chunk001,"However, the FAC states that in exceptional cases, a removal to Kabul could be reasonable if there were particular factors enabling it (healthy single young men with a sustainable social network, a..."
88_chunk000,"The Court of Appeal confirmed that the First-tier Tribunal had been entitled to refuse an asylum seeker's appeal against the refusal of her claims for asylum and humanitarian protection. She had failed to establish a well-founded fear of persecution if returned to Iran on the basis of her political activities, conversion to Christianity, and the risk of domestic violence from her husband..."
145_chunk000,"The Administrative Court confirmed the Administrative Tribunal's ruling that there was a situation of generalized violence in Afghanistan leading to the grant of subsidiary protection to the asylum seeker. The Ministry of Foreign and European Affairs had appealed the Administrative Tribunal fearing a pull factor.

..."
99_chunk000,"In its judgement, the Supreme Administrative Court stated that, under current law and where the specific case falls under the Reception Directive, individuals must not be detained pending removal, except where the conditions specified in the Dublin Regulation are met (Dublin-related cases). The court's reasoning was that the “risk of absconding”, the criterion specified in Art."
99_chunk001,"76 para 2 subpara 1 Aliens Police Act, could not be subsumed under one of the conditions defined in..."
45_chunk000,The administrative authority considered applicant's another subsequent application (third application) for international protection inadmissible and terminated the proceedings according to the provisions of the Act on Asylum implementing Art. 33(2)(d) and Art. 40 of the Recast Asylum Procedures Directive.
45_chunk001,The administrative authority concluded that no new elements or findings have arisen or have been presented by the applicant. As regards the situation in the country of origin (Ukraine) the...
112_chunk000,According the Court's Information Note :
112_chunk001,"In August 2014 a group of about 80 sub-Saharan migrants, including the applicants, attempted to enter Spain by scaling the barriers surrounding the town of Melilla, a Spanish enclave on the North African coast. Having climbed the fences, they were arrested by members of the Guardia Civil, who handcuffed them and returned them to the other side of the border without..."
4705_chunk000,"Judgment concerning the freedom of movement of asylum seekers in Ceuta and Melilla, although his application for international protection was admitted for examination.

..."
129_chunk000,"In the absence of legally binding criteria to assess risk of absconding, applicants may not be detained while waiting for a transfer under the Dublin Regulation.

..."
100_chunk000,"The case concerns to Afghani sisters who reached Austria through Croatia and applied for international protection. The authorities considered Croatia as the responsible MS for examining the applications of all family members. The Court followed he judgment of the ECJ, C-490/16, adopted on 26 July 2017, deciding on the reference for a preliminary ruling made by the Slovene Supreme Court."
100_chunk001,"In this regard, it restates that regardless of the behavior of the Croatian authorities who tolerated the..."
51_chunk000,"Subsequent application for international protection lodged by the applicant (national of Cameroon) in 2014 was declared inadmissible and asylum proceedings was terminated by the decision of the administrative authority, which came to the conclusion that the applicant had not presented any new elements or findings which she would be incapable to present in the previous procedure initiated by her fi"
51_chunk001,"rst application for international protection lodged in 2006.

Those elements that could have..."
167_chunk000,"The applicant was born in 1984 in Myanmar and is a member of the ethnic group ""Rohingya"" / ""Bengali"". In 1992, he fled with his family after a military action against the village to Bangladesh. There, as evidenced by his documents, his relatives and he were registered as refugees from Myanmar in February 1992 and placed in a refugee camp."
167_chunk001,"After having lived outside the refugee camp for some years since 1999, the applicant left Bangladesh in 2015 and, according to his own..."
23_chunk000,"The Finnish Immigration Service had rejected A 's application for asylum and residence permit on the basis of the conflict between A and his father' s claims for asylum. Although the father's report has thus affected A's case, he or she has not been given the opportunity to give an explanation of the report and contradictions that it has in relation to his or her report."
23_chunk001,"The Supreme Administrative Court granted the appeal, annulled the decisions of the Administrative Court and..."
62_chunk000,"(Abstract provided by UNHCR) Eritrean persons who have not yet been called for National Service, or are exempted from National Service or who have been released from National Service, are no longer being recognized as refugees. In such cases, they do not face punishment and forced conscription upon return and hence their removal is lawful."
62_chunk001,"Eritreans who have not yet served the National Service and who were not exempted from it, particularly those who have left the country before reaching the..."
138_chunk000,"The Supreme Administrative Court of Lithuania ruled that, under the Return Directive, priority should be given to voluntary return against forced return, and an alien should be issued a return decision and granted a period for voluntary departure, aside from in exceptional circumstances (for example, when there is a ground for believing that an alien may abscond, represents a threat to national se"
138_chunk001,"curity).

The court has ruled that the current legal regulation, under which a return decision in..."
178_chunk000,"The Court gave guidance on the general approach to be adopted in law and practice by the First-tier Tribunal and Upper Tribunal where claims for asylum were made by children, young people, and other incapacitated or vulnerable persons whose ability to participate effectively in proceedings might be limited."
178_chunk001,"The guidance was designed to ensure that such persons had an effective right of access to the tribunal and a voice in the proceedings, and that their claims were fairly determined...."
34_chunk000,"On 14 September 2015, Mr Tsegezab Mengesteab, an Eritrean national, requested asylum in Munich (Germany) with the Government of Upper Bavaria, which issued to him, on the same day, a certificate of registration as an asylum seeker. On 22 July 2016, Mr Mengesteab was heard by the Bundesamt and was able to lodge an official application for asylum."
34_chunk001,"A search in the Eurodac system however revealed that Mr Mengesteab's fingerprints had been taken in Italy. In general, such a hit constitutes..."
38_chunk000,"A..S. left Syria for Lebanon, before travelling across Turkey, Greece, the former Yugoslav Republic of Macedonia, and Serbia. He crossed the border between that last State and Croatia in 2016. The Croatian authorities arranged for him to be transported to the Slovenian border. A.S. entered Slovenia on 20 February 2016. The Slovenian authorities then handed him over to the Austrian authorities."
38_chunk001,"The latter, however, refused him entry to Austria. On 23 February 2016, A.S. lodged an..."
542_chunk000,"On 22 October 2022, Mr. Ouhrami, an Algerian national, was considered a threat to public policy and declared undesirable by a decision from the Minister for Immigration and Integration in the Netherlands. The Minister indicated in the decision that in the years 2000 to 2002, Mr."
542_chunk001,"Ouhrami had on five occasions been sentenced by the criminal courts to a total of more than 13 months imprisonment for aggravated theft, handling stolen property, and possession of hard drugs. The decision obliged him..."
130_chunk000,The Council ruled that to be able to transfer an applicant to another member state the administrative authority must obtain the consent of the State responsible for examining the asylum application before it can take a decision to transfer the asylum seeker to that State.
130_chunk001,"Such a transfer decision can not therefore be taken, let alone notified to the person concerned, until after acceptance by the requested State. The Council also issued an opinion on the possibility of administrative detention..."
175_chunk000,The Upper Tribunal Ruled that: i) There is no general duty of inquiry upon the examiner to authenticate documents produced in support of a protection claim. There may be exceptional situations when a document can be authenticated by a simple process of inquiry which will conclusively resolve the authenticity and reliability of a document.
175_chunk001,"(ii) There is a general duty of confidentiality during the process of examining a protection claim, including appellate and judicial review proceedings. If..."
196_chunk000,The applicant applied for asylum in two occasions: in the United Kingdom in 2009 and in Northern Ireland in 2014 and both applications were refused by the corresponding British Authorities. The applicant moved to Ireland in August 2016 where he submitted a new asylum application.
196_chunk001,"Based on Chapter III of the Dublin III Regulation, the Office of the Refugee Applications Commissioner determined that the United Kingdom was responsible to assess applicant's applications. At this point, the..."
198_chunk000,The applicant had previously applied for asylum in the UK. He appealed unsuccessfully to the Tribunal the decision of the Refugee Applications Commissioner that he be transferred to the UK under Dublin III.
198_chunk001,He then requested that the Minister exercise discretion under art.17 of the Dublin III Regulation not to transfer him to the UK because he had serious medical issues for which he was being treated in the State (he required operations to remove a blockage and to fit a pacemaker). The Minister...
186_chunk000,"According the WLR Daily case summaries The asylum claimant, an Iraqi national, entered the United Kingdom and claimed asylum. His claim was refused by the Secretary of State and he appealed pursuant to section 82 of the Nationality, Immigration and Asylum Act 2002. His appeal was dismissed by the First-tier Tribunal."
186_chunk001,He appealed to the Upper Tribunal on the grounds that if returned to Iraq he would be at risk of suffering serious harm falling within article 15(c) of Council Directive...
49_chunk000,"Despite of previous decisions on return (administrative expulsion) issued against the applicant (Ukrainian national), she did not leave the territory of the Czech Republic where she has stayed irregularly since 2001."
49_chunk001,"The applicant was therefore detained for the purpose of her removal by the Police of the Czech Republic under the provisions of the Act on the Residence of Foreigners implementing Art. 15 of the Returns Directive. In the detention, the applicant lodged an application for..."
97_chunk000,"As of 2016, beneficiaries of subsidiary protection in Lower Austria differ from persons granted asylum in that they are entitled only to benefits under basic welfare support. The Constitutional Court ruled in June 2017 that this rule is constitutional, since sufficient factual and legal differences exist to justify differing treatment with respect to social benefits."
97_chunk001,"The Constitutional Court nonetheless insisted that benefits had to be granted ""...so that the individuals affected are not subject..."
197_chunk000,"The applicants, a woman and her three children, were nationals of Pakistan who applied for asylum in the State. They had lived in the UK with the first applicant's husband whom the first named applicant claimed had been violently abusive towards her and the children."
197_chunk001,During the course of the Refugee Application Commissioner's examination of the applicants' file under Dublin III the applicants requested that the Commissioner exercise discretion under art.17 of the Regulation to...
35_chunk000,"! With regard to reception, UK implements Council Directive 2003/9/EC. This case concerns a challenge to a decision by the Secretary of State for the Home Department (""the Respondent"") as to the weekly rate of asylum support paid for child dependants of asylum seekers."
35_chunk001,"The Court ruled that EU legislation provides for the subsistence of children rather than their welfare, notably articles 13.2 and 17 RCD. The Court mentioned that: 'The test, as already decided, is one of subsistence. Many..."
85_chunk000,Main issues may be summarized as follows: i) Regulation 604/13/EU (the Dublin Regulation) occupies the field to which it applies and operates as a measure of supreme EU law therein. (ii) It is not open to the Secretary of State to unilaterally and selectively disapply certain provisions of the Dublin Regulation and its sister implementing Commission Regulation as this is contrary to EU law.
85_chunk001,(iii) The dilution and disapplication of the procedural fairness and kindred protections enshrined in...
203_chunk000,In this case the Court was asked to give full consideration to the legal consequences within this State of a polygamous marriage entered into another country and according to the law of the State where took place. The husband is a recognized refugee (since 2000) who is originally from the Lebanon. While domiciled there he contracted two marriages – the first in 1975 and the second in 1988.
203_chunk001,The husband has a subsisting relationship with each wife and there are children of both marriages. All...
56_chunk000,The applicants were two Albanian asylum seekers who challenged the decision of the Refugee Appeals Tribunal upholding the decision of the Office of the Refugee Applications Commissioner that the United Kingdom was the member state responsible for determining their applications for asylum.
56_chunk001,"The applicants claimed asylum in Ireland on 16 December 2014, and completed their asylum application questionnaires on 26 December 2014. An information request by the Office of the Refugee Applications..."
205_chunk000,"The applicant sought the leave of the Supreme Court to appeal against the decision of the High Court refusing leave to seek judicial review on two points: that there were substantial grounds necessary for leave to argue (1) that the RAC had unlawfully delegated the refugee status investigation to a contractor, and (2) that in circumstances where the High Court had granted leave on that point in ot"
205_chunk001,"her cases, a judge of the same court should only depart from such previous decisions in limited..."
177_chunk000,"The Court of Appeal (civil division) ruled that the Upper Tribunal had not erred in adjudicating on the legality of a decision by the Secretary of State to cease treating a foreign criminal as a refugee, and in holding that cessation of his refugee status had been unlawful.

..."
44_chunk000,"The applicants, family of Russian-speaking Ukrainian citizens, applied for international protection in the Czech Republic. In their application they stated that in the Dnepropetrovsk region, seriously influenced by war, they were threatened, treated as separatists and constantly controlled by the irregular combatants without uniforms or insignia."
44_chunk001,The administrative authority (Ministry of Interior) refused to grant the applicants the international protection. It concluded that according to the...
150_chunk000,"The Court examined whether it was legal to imprison a foreign family with children under 15 years of age. Until their expulsion, the family were detained for two weeks at the Immigration Police station at Trandum. In addition to the parents, four of their children, aged between 7 and 14 years old were detained."
150_chunk001,"The Court found that the two weeks detention of four children together with their parents violated Article 3 of the ECHR, and Articles 5, 8, and 37 of the Convention on the Rights of..."
